Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,2004,Pro,2021/07/13,19041.111,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/07/14,18363.959,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/06/09,18363.9,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/05/12,18363.836,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/04/14,18363.778,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/03/12,18363.72,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/02/11,18363.657,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/01/14,18363.592,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2019/12/10,18363.535,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2019/10/05,18363.418,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2021/04/13,18363.15,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2021/03/09,18363.144,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/07/14,18362.959,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/05/12,18362.836,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/03/12,18362.72,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/02/11,18362.657,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/12/10,18362.535,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/11/12,18362.476,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/09/10,18362.356,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/03/29,18362.3,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/07/09,18362.239,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/06/11,18362.175,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2020/01/14,17763.973,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/12/10,17763.914,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/11/12,17763.864,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/10/08,17763.805,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/09/10,17763.737,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/08/13,17763.678,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/07/09,17763.615,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/06/11,17763.557,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/05/19,17763.504,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/04/09,17763.437,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/03/12,17763.379,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2022/11/15,17763.365,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2019/02/12,17763.316,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1803,Pro,2019/01/08,17763.253,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
106,0,Information,Microsoft-Windows-PushNotifications-InProc/Debug,,,,Windows 10,1809,Pro,2018/12/11,17763.194,{NumApps} Polling Setting Units created for Package Family: {PackageFamilyName}.,{NumApps} | {PackageFamilyName}
